Brand,SOC,NEC,Reaction,Total,Fatal,rnk
Pfizer,Investigations,Heart rate and pulse investigations,Pulse abnormal,7,0,24
Pfizer,Investigations,Heart rate and pulse investigations,Radial pulse abnormal,1,0,114
Pfizer,Investigations,Immunology analyses NEC,Antibody test,1,0,124
Pfizer,Investigations,Immunology analyses NEC,Antibody test abnormal,2,0,51
Pfizer,Investigations,Immunology analyses NEC,Immunology test,3,0,40
Pfizer,Investigations,Immunology skin tests NEC,Skin test positive,1,0,86
Pfizer,Investigations,Investigations NEC,Blood test abnormal,2,0,61
Pfizer,Investigations,Investigations NEC,Polymerase chain reaction positive,16,0,12
Pfizer,Investigations,Investigations NEC,Systemic lupus erythematosus disease activity index increased,1,0,101
Pfizer,Investigations,Liver function analyses,Alanine aminotransferase increased,3,0,41
Pfizer,Investigations,Liver function analyses,Aspartate aminotransferase increased,1,0,78
Pfizer,Investigations,Liver function analyses,Gamma-glutamyltransferase increased,1,0,109
Pfizer,Investigations,Liver function analyses,Hepatic enzyme increased,1,0,90
Pfizer,Investigations,Liver function analyses,Liver function test abnormal,2,0,65
Pfizer,Investigations,Liver function analyses,Liver function test increased,6,0,27
Pfizer,Investigations,Liver function analyses,Transaminases increased,1,0,82
Pfizer,Investigations,Metabolism tests NEC,Blood ketone body,1,0,75
Pfizer,Investigations,Metabolism tests NEC,Blood ketone body increased,1,0,127
Pfizer,Investigations,Microbiology and serology tests NEC,Culture negative,1,0,121
Pfizer,Investigations,Mineral and electrolyte analyses,Blood copper increased,1,0,96
Pfizer,Investigations,Mineral and electrolyte analyses,Blood magnesium decreased,1,0,98
Pfizer,Investigations,Mineral and electrolyte analyses,Blood potassium abnormal,1,0,129
Pfizer,Investigations,Mineral and electrolyte analyses,Blood potassium decreased,1,0,74
Pfizer,Investigations,Mineral and electrolyte analyses,Serum ferritin increased,1,0,85
Pfizer,Investigations,Musculoskeletal and soft tissue tests NEC,Swollen joint count increased,1,0,119
Pfizer,Investigations,Neurologic diagnostic procedures,Coma scale abnormal,2,0,52
Pfizer,Investigations,Ophthalmic function diagnostic procedures,Intraocular pressure increased,1,0,84
Pfizer,Investigations,Physical examination procedures and organ system status,Body temperature,92,0,3
Pfizer,Investigations,Physical examination procedures and organ system status,Body temperature abnormal,19,0,11
Pfizer,Investigations,Physical examination procedures and organ system status,Body temperature decreased,14,0,14
Pfizer,Investigations,Physical examination procedures and organ system status,Body temperature fluctuation,9,0,22
Pfizer,Investigations,Physical examination procedures and organ system status,Body temperature increased,169,0,1
Pfizer,Investigations,Physical examination procedures and organ system status,Body temperature normal,1,0,113
Pfizer,Investigations,Physical examination procedures and organ system status,Breath sounds abnormal,1,0,107
Pfizer,Investigations,Physical examination procedures and organ system status,Grip strength,2,0,48
Pfizer,Investigations,Physical examination procedures and organ system status,Grip strength decreased,2,0,70
Pfizer,Investigations,Physical examination procedures and organ system status,Lymph node palpable,9,0,21
Pfizer,Investigations,Physical examination procedures and organ system status,Product residue present,1,0,115
Pfizer,Investigations,Physical examination procedures and organ system status,Respiratory rate,2,0,47
Pfizer,Investigations,Physical examination procedures and organ system status,Respiratory rate decreased,2,0,69
Pfizer,Investigations,Physical examination procedures and organ system status,Respiratory rate increased,15,0,13
Pfizer,Investigations,Physical examination procedures and organ system status,Skin temperature,13,0,16
Pfizer,Investigations,Physical examination procedures and organ system status,Temperature difference of extremities,2,0,59
Pfizer,Investigations,Physical examination procedures and organ system status,Weight,1,0,108
Pfizer,Investigations,Physical examination procedures and organ system status,Weight decreased,12,0,17
Pfizer,Investigations,Physical examination procedures and organ system status,Weight increased,2,0,68
Pfizer,Investigations,Pituitary analyses anterior,Blood growth hormone,2,0,49
Pfizer,Investigations,Pituitary analyses anterior,Blood thyroid stimulating hormone increased,2,0,53
Pfizer,Investigations,Platelet analyses,Platelet count decreased,5,0,30
Pfizer,Investigations,Protein analyses NEC,C-reactive protein increased,4,0,32
Pfizer,Investigations,Red blood cell analyses,Haematocrit,1,0,104
Pfizer,Investigations,Red blood cell analyses,Haemoglobin decreased,4,0,34
Pfizer,Investigations,Respiratory and pulmonary function diagnostic procedures,Forced expiratory volume increased,2,0,66
Pfizer,Investigations,Respiratory and pulmonary function diagnostic procedures,Peak expiratory flow rate decreased,1,0,73
Pfizer,Investigations,Respiratory and pulmonary function diagnostic procedures,Vital capacity,1,0,122
Pfizer,Investigations,Respiratory tract and thoracic histopathology procedures,Sputum abnormal,2,0,64
Pfizer,Investigations,Skeletal and cardiac muscle analyses,Blood creatine phosphokinase increased,1,0,80
Pfizer,Investigations,Skeletal and cardiac muscle analyses,Troponin increased,3,0,44
Pfizer,Investigations,Therapeutic drug monitoring analyses,Analgesic drug level,1,0,105
Pfizer,Investigations,Therapeutic drug monitoring analyses,Anticoagulation drug level below therapeutic,4,0,31
Pfizer,Investigations,Therapeutic drug monitoring analyses,Anticoagulation drug level increased,1,0,88
Pfizer,Investigations,Therapeutic drug monitoring analyses,Drug level decreased,1,0,112
Pfizer,Investigations,Thyroid analyses,Thyroid function test abnormal,1,0,126
Pfizer,Investigations,Thyroid analyses,Tri-iodothyronine,1,0,97
Pfizer,Investigations,Thyroid analyses,Tri-iodothyronine decreased,2,0,54
Pfizer,Investigations,Tissue enzyme analyses NEC,Blood alkaline phosphatase increased,1,0,99
Pfizer,Investigations,Urinalysis NEC,Blood urine,2,0,55
Pfizer,Investigations,Urinalysis NEC,Blood urine present,5,0,28
Pfizer,Investigations,Urinalysis NEC,Glucose urine present,1,0,81
Pfizer,Investigations,Urinalysis NEC,pH urine,2,0,60
Pfizer,Investigations,Urinalysis NEC,pH urine increased,1,0,95
Pfizer,Investigations,Urinary tract function analyses NEC,Urine output,4,0,36
Pfizer,Investigations,Urinary tract function analyses NEC,Urine output decreased,3,0,42
Pfizer,Investigations,Urinary tract function analyses NEC,Urine output increased,1,0,76
Pfizer,Investigations,Vascular tests NEC (incl blood pressure),Blood pressure abnormal,3,0,39
Pfizer,Investigations,Vascular tests NEC (incl blood pressure),Blood pressure decreased,11,0,18
Pfizer,Investigations,Vascular tests NEC (incl blood pressure),Blood pressure increased,74,0,4
Pfizer,Investigations,Vascular tests NEC (incl blood pressure),Blood pressure measurement,8,0,23
Pfizer,Investigations,Vascular tests NEC (incl blood pressure),Blood pressure systolic decreased,1,0,111
Pfizer,Investigations,Vascular tests NEC (incl blood pressure),Blood pressure systolic increased,1,0,89
Pfizer,Investigations,Virus identification and serology,Coronavirus test,1,0,83
Pfizer,Investigations,Virus identification and serology,Coronavirus test positive,2,0,67
Pfizer,Investigations,Virus identification and serology,SARS-CoV-1 test positive,1,0,79
Pfizer,Investigations,Virus identification and serology,SARS-CoV-2 antibody test,2,0,62
Pfizer,Investigations,Virus identification and serology,SARS-CoV-2 antibody test negative,13,0,15
Pfizer,Investigations,Virus identification and serology,SARS-CoV-2 antibody test positive,1,0,128
Pfizer,Investigations,Virus identification and serology,SARS-CoV-2 test,11,0,20
Pfizer,Investigations,Virus identification and serology,SARS-CoV-2 test false positive,1,0,102
Pfizer,Investigations,Virus identification and serology,SARS-CoV-2 test negative,2,0,71
Pfizer,Investigations,Virus identification and serology,SARS-CoV-2 test positive,36,0,7
Pfizer,Investigations,Virus identification and serology,Viral test,1,0,94
Pfizer,Investigations,Vitamin analyses,Blood folate decreased,1,0,87
Pfizer,Investigations,White blood cell analyses,White blood cell count decreased,2,0,57
Pfizer,Investigations,White blood cell analyses,White blood cell count increased,1,0,120
Pfizer,Metabolic disorders,Appetite disorders,Appetite disorder,2,0,22
Pfizer,Metabolic disorders,Appetite disorders,Decreased appetite,381,0,1
Pfizer,Metabolic disorders,Appetite disorders,Eating disorder symptom,1,0,31
Pfizer,Metabolic disorders,Appetite disorders,Food craving,2,0,21
Pfizer,Metabolic disorders,Appetite disorders,Food refusal,4,0,12
Pfizer,Metabolic disorders,Appetite disorders,Hypophagia,5,0,8
Pfizer,Metabolic disorders,Appetite disorders,Increased appetite,3,0,17
Pfizer,Metabolic disorders,Appetite disorders,Salt craving,2,0,23
Pfizer,Metabolic disorders,Calcium metabolism disorders,Hypocalcaemia,1,0,32
Pfizer,Metabolic disorders,Diabetes mellitus (incl subtypes),Diabetes mellitus,4,0,13
Pfizer,Metabolic disorders,Diabetes mellitus (incl subtypes),Diabetes mellitus inadequate control,3,1,18
Pfizer,Metabolic disorders,Diabetes mellitus (incl subtypes),Increased insulin requirement,1,0,26
Pfizer,Metabolic disorders,Diabetes mellitus (incl subtypes),Type 1 diabetes mellitus,6,0,7
Pfizer,Metabolic disorders,Diabetic complications NEC,Diabetic complication,1,0,41
Pfizer,Metabolic disorders,Diabetic complications NEC,Diabetic ketoacidosis,4,0,15
Pfizer,Metabolic disorders,Disorders of purine metabolism,Gout,19,0,5
Pfizer,Metabolic disorders,Electrolyte imbalance NEC,Fluid imbalance,1,0,36
Pfizer,Metabolic disorders,Fluid intake increased,Polydipsia,3,0,16
Pfizer,Metabolic disorders,Food malabsorption and intolerance syndromes (excl sugar intolerance),Gluten sensitivity,1,0,30
Pfizer,Metabolic disorders,Food malabsorption and intolerance syndromes (excl sugar intolerance),Histamine intolerance,1,0,25
Pfizer,Metabolic disorders,General nutritional disorders NEC,Abnormal loss of weight,1,0,28
Pfizer,Metabolic disorders,General nutritional disorders NEC,Abnormal weight gain,4,0,10
Pfizer,Metabolic disorders,General nutritional disorders NEC,Feeding disorder,12,0,6
Pfizer,Metabolic disorders,General nutritional disorders NEC,Food aversion,2,0,19
Pfizer,Metabolic disorders,General nutritional disorders NEC,Overweight,1,0,33
Pfizer,Metabolic disorders,General nutritional disorders NEC,Poor feeding infant,1,0,40
Pfizer,Metabolic disorders,Hyperglycaemic conditions NEC,Hyperglycaemia,22,0,4
Pfizer,Metabolic disorders,Hyperglycaemic conditions NEC,Insulin resistance,1,0,29
Pfizer,Metabolic disorders,Hypoglycaemic conditions NEC,Hypoglycaemia,32,0,3
Pfizer,Metabolic disorders,Hypoglycaemic conditions NEC,Postprandial hypoglycaemia,1,0,37
Pfizer,Metabolic disorders,Lipid metabolism and deposit disorders NEC,Body fat disorder,1,0,34
Pfizer,Metabolic disorders,Metabolic acidoses (excl diabetic acidoses),Ketoacidosis,4,0,14
Pfizer,Metabolic disorders,Metabolic acidoses (excl diabetic acidoses),Metabolic acidosis,2,0,24
Pfizer,Metabolic disorders,Mixed acid-base disorders,Acidosis,2,0,20
Pfizer,Metabolic disorders,Potassium imbalance,Hyperkalaemia,1,0,38
Pfizer,Metabolic disorders,Potassium imbalance,Hypokalaemia,1,0,27
Pfizer,Metabolic disorders,Potassium imbalance,Hypokalaemic syndrome,1,0,39
Pfizer,Metabolic disorders,Sodium imbalance,Hyponatraemia,4,0,11
Pfizer,Metabolic disorders,Total fluid volume decreased,Dehydration,44,0,2
Pfizer,Metabolic disorders,Total fluid volume increased,Fluid retention,4,0,9
Pfizer,Metabolic disorders,Total fluid volume increased,Hypervolaemia,1,0,35
Pfizer,Muscle & tissue disorders,Arthropathies NEC,Arthritis,56,0,16
Pfizer,Muscle & tissue disorders,Arthropathies NEC,Arthropathy,5,0,39
Pfizer,Muscle & tissue disorders,Arthropathies NEC,Polyarthritis,2,0,55
Pfizer,Muscle & tissue disorders,Arthropathies NEC,Sacroiliitis,1,0,77
Pfizer,Muscle & tissue disorders,Bone disorders NEC,Medial tibial stress syndrome,2,0,56
Pfizer,Muscle & tissue disorders,Bone disorders NEC,Spinal disorder,1,0,72
Pfizer,Muscle & tissue disorders,Bone related signs and symptoms,Bone pain,92,0,11
Pfizer,Muscle & tissue disorders,Bone related signs and symptoms,Bone swelling,2,0,59
Pfizer,Muscle & tissue disorders,Bone related signs and symptoms,Coccydynia,1,0,84
Pfizer,Muscle & tissue disorders,Bone related signs and symptoms,Pain in jaw,86,0,12
Pfizer,Muscle & tissue disorders,Bone related signs and symptoms,Spinal pain,12,0,27
Pfizer,Muscle & tissue disorders,Bursal disorders,Bursitis,9,0,29
Pfizer,Muscle & tissue disorders,Cartilage disorders,Costochondritis,11,0,28
Pfizer,Muscle & tissue disorders,Connective tissue disorders NEC,Polymyalgia rheumatica,5,0,40
Pfizer,Muscle & tissue disorders,Connective tissue disorders NEC,Sjogren's syndrome,1,0,82
Pfizer,Muscle & tissue disorders,Crystal arthropathic disorders,Crystal arthropathy,1,0,80
Pfizer,Muscle & tissue disorders,Epiphyseal disorders,Epiphyses premature fusion,1,0,79
Pfizer,Muscle & tissue disorders,Extremity deformities,Foot deformity,1,0,67
Pfizer,Muscle & tissue disorders,Extremity deformities,Musculoskeletal deformity,1,0,81
Pfizer,Muscle & tissue disorders,Joint related disorders NEC,Joint destruction,1,0,78
Pfizer,Muscle & tissue disorders,Joint related disorders NEC,Joint laxity,1,0,64
Pfizer,Muscle & tissue disorders,Joint related disorders NEC,Joint lock,1,0,88
Pfizer,Muscle & tissue disorders,Joint related disorders NEC,Periarthritis,13,0,26
Pfizer,Muscle & tissue disorders,Joint related disorders NEC,Temporomandibular joint syndrome,1,0,69
Pfizer,Muscle & tissue disorders,Joint related signs and symptoms,Arthralgia,2647,0,3
Pfizer,Muscle & tissue disorders,Joint related signs and symptoms,Jaw clicking,2,0,61
Pfizer,Muscle & tissue disorders,Joint related signs and symptoms,Joint effusion,5,0,38
Pfizer,Muscle & tissue disorders,Joint related signs and symptoms,Joint noise,4,0,42
Pfizer,Muscle & tissue disorders,Joint related signs and symptoms,Joint range of motion decreased,2,0,58
Pfizer,Muscle & tissue disorders,Joint related signs and symptoms,Joint stiffness,58,0,15
Pfizer,Muscle & tissue disorders,Joint related signs and symptoms,Joint swelling,80,0,14
Pfizer,Muscle & tissue disorders,Joint related signs and symptoms,Joint vibration,1,0,83
Pfizer,Muscle & tissue disorders,Joint related signs and symptoms,Joint warmth,3,0,47
Pfizer,Muscle & tissue disorders,Lupus erythematosus (incl subtypes),Systemic lupus erythematosus,3,0,46
Pfizer,Muscle & tissue disorders,Muscle infections and inflammations,Antisynthetase syndrome,1,0,87
Pfizer,Muscle & tissue disorders,Muscle infections and inflammations,Myositis,3,0,50
Pfizer,Muscle & tissue disorders,Muscle infections and inflammations,Polymyositis,1,0,85
Pfizer,Muscle & tissue disorders,Muscle pains,Fibromyalgia,17,0,25
Pfizer,Muscle & tissue disorders,Muscle pains,Myalgia,3888,0,1
Pfizer,Muscle & tissue disorders,Muscle pains,Myofascial pain syndrome,5,0,37
Pfizer,Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle atrophy,1,0,75
Pfizer,Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle discomfort,1,0,66
Pfizer,Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle disorder,2,0,53
Pfizer,Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle fatigue,110,0,10
Pfizer,Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle spasms,180,0,9
Pfizer,Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle swelling,8,0,31
Pfizer,Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle tightness,19,0,22
Pfizer,Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle twitching,85,0,13
Pfizer,Muscle & tissue disorders,Muscle tone abnormalities,Muscle rigidity,7,0,34
Pfizer,Muscle & tissue disorders,Muscle tone abnormalities,Nuchal rigidity,4,0,44
Pfizer,Muscle & tissue disorders,Muscle tone abnormalities,Torticollis,2,0,54
Pfizer,Muscle & tissue disorders,Muscle tone abnormalities,Trismus,9,0,30
Pfizer,Muscle & tissue disorders,Muscle weakness conditions,Muscular weakness,204,0,8
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Limb mass,2,0,60
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Mandibular mass,2,0,57
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Mastication disorder,1,0,71
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Mobility decreased,17,0,24
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Musculoskeletal disorder,4,0,45
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Musculoskeletal stiffness,306,0,7
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Posture abnormal,1,0,70
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue infections and inflammations NEC,Fasciitis,1,0,73
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue infections and inflammations NEC,Plantar fasciitis,3,0,52
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,Back pain,568,0,4
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,Flank pain,8,0,32
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,Limb discomfort,408,0,6
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,Musculoskeletal chest pain,38,0,18
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,Musculoskeletal discomfort,22,0,21
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,Musculoskeletal pain,18,0,23
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,Neck pain,474,0,5
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,Pain in extremity,3152,0,2
Pfizer,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,Rheumatic disorder,1,0,76
Pfizer,Muscle & tissue disorders,Myopathies,Rhabdomyolysis,3,0,51
Pfizer,Muscle & tissue disorders,Osteoarthropathies,Osteoarthritis,6,0,36
Pfizer,Muscle & tissue disorders,Psoriatic arthropathies,Psoriatic arthropathy,2,0,62
Pfizer,Muscle & tissue disorders,Rheumatoid arthropathies,Rheumatoid arthritis,22,0,20
Pfizer,Muscle & tissue disorders,Soft tissue disorders NEC,Axillary mass,41,0,17
Pfizer,Muscle & tissue disorders,Soft tissue disorders NEC,Groin pain,28,0,19
Pfizer,Muscle & tissue disorders,Soft tissue disorders NEC,Neck mass,8,0,33
Pfizer,Muscle & tissue disorders,Spondyloarthropathies,Ankylosing spondylitis,3,0,48
Pfizer,Muscle & tissue disorders,Spondyloarthropathies,Arthritis reactive,7,0,35
Pfizer,Muscle & tissue disorders,Synovial disorders,Synovial cyst,5,0,41
Pfizer,Muscle & tissue disorders,Synovial disorders,Synovitis,3,0,49
Pfizer,Muscle & tissue disorders,Tendon disorders,Enthesopathy,1,0,65
Pfizer,Muscle & tissue disorders,Tendon disorders,Tendon pain,2,0,63
Pfizer,Muscle & tissue disorders,Tendon disorders,Tendonitis,4,0,43
Pfizer,Muscle & tissue disorders,Tendon disorders,Tenosynovitis,1,0,74
Pfizer,Muscle & tissue disorders,Tendon disorders,Tenosynovitis stenosans,1,0,86
Pfizer,Muscle & tissue disorders,Trunk deformities,Drooping shoulder syndrome,1,0,68
Pfizer,Neoplasms,Breast and nipple neoplasms malignant,Breast cancer,2,0,2
Pfizer,Neoplasms,Lymphomas unspecified NEC,Lymphoma,5,0,1
Pfizer,Neoplasms,Metastases to specified sites,Metastases to lymph nodes,2,0,3
Pfizer,Neoplasms,Myeloproliferative disorders (excl leukaemias),Essential thrombocythaemia,1,0,13
Pfizer,Neoplasms,Neoplasms malignant site unspecified NEC,Neoplasm malignant,1,0,8
Pfizer,Neoplasms,Neoplasms malignant site unspecified NEC,Second primary malignancy,1,0,12
Pfizer,Neoplasms,unspecified,Tonsil cancer,1,0,6
Pfizer,Neoplasms,Pancreatic neoplasms malignant (excl islet cell and carcinoid),Pancreatic carcinoma,1,0,15
Pfizer,Neoplasms,Plasma cell myelomas,Plasma cell myeloma,1,0,10
Pfizer,Neoplasms,Skin neoplasms benign,Acrochordon,1,0,14
Pfizer,Neoplasms,Skin neoplasms benign,Anogenital warts,1,0,7
Pfizer,Neoplasms,Skin neoplasms benign,Melanocytic naevus,2,0,4
Pfizer,Neoplasms,Skin neoplasms benign,Skin papilloma,1,0,9
Pfizer,Neoplasms,Skin neoplasms malignant and unspecified (excl melanoma),Neoplasm skin,1,0,17
Pfizer,Neoplasms,Soft tissue neoplasms benign NEC,Lipoma,1,0,11
Pfizer,Neoplasms,Soft tissue neoplasms benign NEC,Lymphangioma,1,0,5
Pfizer,Neoplasms,Soft tissue sarcomas histology unspecified,Sarcoma,1,0,16
Pfizer,Nervous system disorders,Abnormal reflexes,Extensor plantar response,1,0,200
Pfizer,Nervous system disorders,Abnormal reflexes,Hyperreflexia,1,0,167
Pfizer,Nervous system disorders,Abnormal reflexes,Hyporeflexia,4,0,88
Pfizer,Nervous system disorders,Abnormal sleep-related events,Sleep paralysis,2,0,111
Pfizer,Nervous system disorders,Absence seizures,Petit mal epilepsy,5,0,79
Pfizer,Nervous system disorders,Acute polyneuropathies,Guillain-Barre syndrome,7,1,69
Pfizer,Nervous system disorders,Autonomic nervous system disorders,Anticholinergic syndrome,1,0,198
Pfizer,Nervous system disorders,Autonomic nervous system disorders,Autonomic nervous system imbalance,1,0,195
Pfizer,Nervous system disorders,Central nervous system aneurysms and dissections,Vertebral artery dissection,1,0,178
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Brain stem infarction,1,1,184
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Cerebellar infarction,2,0,136
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Cerebellar stroke,2,0,118
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Cerebral artery occlusion,1,0,177
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Cerebral haemorrhage,10,3,60
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Cerebral infarction,7,0,70
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Cerebrovascular accident,55,3,27
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Embolic stroke,1,0,142
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Haemorrhage intracranial,3,0,108
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Haemorrhagic stroke,1,1,141
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Ischaemic cerebral infarction,1,0,163
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Ischaemic stroke,11,1,54
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Lacunar infarction,2,0,129
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Lacunar stroke,1,0,143
Pfizer,Nervous system disorders,Central nervous system haemorrhages and cerebrovascular accidents,Subarachnoid haemorrhage,2,1,114
Pfizer,Nervous system disorders,Central nervous system inflammatory disorders NEC,Gliosis,1,0,171
Pfizer,Nervous system disorders,Central nervous system vascular disorders NEC,Reversible cerebral vasoconstriction syndrome,1,0,148
Pfizer,Nervous system disorders,Cerebrovascular venous and sinus thrombosis,Cerebral venous sinus thrombosis,1,0,193
Pfizer,Nervous system disorders,Cervical spinal cord and nerve root disorders,Cervicobrachial syndrome,2,0,130
Pfizer,Nervous system disorders,Choreiform movements,Chorea,1,0,159
Pfizer,Nervous system disorders,Coordination and balance disturbances,Ataxia,1,0,176
Pfizer,Nervous system disorders,Coordination and balance disturbances,Balance disorder,92,0,19
Pfizer,Nervous system disorders,Coordination and balance disturbances,Coordination abnormal,11,0,53
Pfizer,Nervous system disorders,Coordination and balance disturbances,Dysstasia,14,0,46
Pfizer,Nervous system disorders,Coordination and balance disturbances,Nystagmus,1,0,192
Pfizer,Nervous system disorders,Cortical dysfunction NEC,Aphasia,16,0,43
Pfizer,Nervous system disorders,Cortical dysfunction NEC,Neurologic neglect syndrome,1,0,175
Pfizer,Nervous system disorders,Cranial nerve disorders NEC,Cranial nerve disorder,2,0,119
Pfizer,Nervous system disorders,Dementia (excl Alzheimer's type),Dementia,4,0,95
Pfizer,Nervous system disorders,Dementia (excl Alzheimer's type),Dementia with Lewy bodies,1,0,174
Pfizer,Nervous system disorders,Demyelinating disorders NEC,Demyelination,1,0,203
Pfizer,Nervous system disorders,Disturbances in consciousness NEC,Altered state of consciousness,4,0,85
Pfizer,Nervous system disorders,Disturbances in consciousness NEC,Consciousness fluctuating,2,0,126
Pfizer,Nervous system disorders,Disturbances in consciousness NEC,Depressed level of consciousness,8,0,66
Pfizer,Nervous system disorders,Disturbances in consciousness NEC,Lethargy,732,0,4
Pfizer,Nervous system disorders,Disturbances in consciousness NEC,Loss of consciousness,91,0,20
Pfizer,Nervous system disorders,Disturbances in consciousness NEC,Sedation,3,0,110
Pfizer,Nervous system disorders,Disturbances in consciousness NEC,Somnolence,237,0,10
Pfizer,Nervous system disorders,Disturbances in consciousness NEC,Stupor,1,0,160
Pfizer,Nervous system disorders,Disturbances in consciousness NEC,Syncope,316,0,9
Pfizer,Nervous system disorders,Dyskinesias and movement disorders NEC,Akathisia,1,0,155
Pfizer,Nervous system disorders,Dyskinesias and movement disorders NEC,Bradykinesia,4,0,89
Pfizer,Nervous system disorders,Dyskinesias and movement disorders NEC,Dyskinesia,6,0,76
Pfizer,Nervous system disorders,Dyskinesias and movement disorders NEC,Extrapyramidal disorder,1,0,146
Pfizer,Nervous system disorders,Dyskinesias and movement disorders NEC,Fine motor skill dysfunction,3,0,101
Pfizer,Nervous system disorders,Dyskinesias and movement disorders NEC,Hypokinesia,8,1,67
Pfizer,Nervous system disorders,Dyskinesias and movement disorders NEC,Motor dysfunction,1,0,181
Pfizer,Nervous system disorders,Dyskinesias and movement disorders NEC,Movement disorder,10,0,59
Pfizer,Nervous system disorders,Dyskinesias and movement disorders NEC,Psychomotor hyperactivity,4,0,94
Pfizer,Nervous system disorders,Dystonias,Dystonia,5,0,81
Pfizer,Nervous system disorders,Dystonias,Writer's cramp,1,0,172
Pfizer,Nervous system disorders,Encephalopathies NEC,Encephalopathy,1,0,180
Pfizer,Nervous system disorders,Encephalopathies NEC,Posterior reversible encephalopathy syndrome,1,0,165
Pfizer,Nervous system disorders,Eye movement disorders,IIIrd nerve paralysis,2,0,128
Pfizer,Nervous system disorders,Eye movement disorders,VIth nerve paralysis,3,0,102
Pfizer,Nervous system disorders,Facial cranial nerve disorders,Facial nerve disorder,1,0,164
Pfizer,Nervous system disorders,Facial cranial nerve disorders,Facial paralysis,168,0,12
Pfizer,Nervous system disorders,Facial cranial nerve disorders,Facial paresis,25,0,35
Pfizer,Nervous system disorders,Facial cranial nerve disorders,Facial spasm,12,0,51
Pfizer,Nervous system disorders,Generalised tonic-clonic seizures,Generalised tonic-clonic seizure,9,0,63
Pfizer,Nervous system disorders,Headaches NEC,Cervicogenic headache,2,0,131
Pfizer,Nervous system disorders,Headaches NEC,Cluster headache,56,0,26
Pfizer,Nervous system disorders,Headaches NEC,Cold-stimulus headache,2,0,115
Pfizer,Nervous system disorders,Headaches NEC,Drug withdrawal headache,1,0,153
Pfizer,Nervous system disorders,Headaches NEC,Exertional headache,3,0,103
Pfizer,Nervous system disorders,Headaches NEC,Headache,8571,0,1
Pfizer,Nervous system disorders,Headaches NEC,Medication overuse headache,2,0,117
Pfizer,Nervous system disorders,Headaches NEC,New daily persistent headache,2,0,112
Pfizer,Nervous system disorders,Headaches NEC,Occipital neuralgia,2,0,132
Pfizer,Nervous system disorders,Headaches NEC,Ophthalmoplegic migraine,1,0,137
Pfizer,Nervous system disorders,Headaches NEC,Primary cough headache,2,0,135
Pfizer,Nervous system disorders,Headaches NEC,Primary headache associated with sexual activity,1,0,185
